,Comments,Positive,Negative,Neutral,Compound,Sentiment
3103,editing software use  wondering,0.0,0.0,1.0,0.0,Neutral
3104,thats smooth sliding request audience like subscribe joining communities,0.238,0.0,0.762,0.3612,Positive
3105,sir nowadays data science data analyst job difficult company calls us tell us pay money training relevanti mean pay money cant give us job skills,0.0,0.194,0.806,-0.5106,Negative
3106,well laid downthank ken ☺️🙏🏽,0.344,0.0,0.656,0.2732,Positive
3107,i’m wondering youtube personalities could use leaderboard repurpose others “product” could sensational ,0.0,0.0,1.0,0.0,Neutral
3108,thanks detailed explanation,0.592,0.0,0.408,0.4404,Positive
3109,super exciting news ken looking forward playlist leaderboard ui looks dope,0.441,0.0,0.559,0.7964,Positive
3110, great video course video thinking steps us process getting knowledge projects get conclusion almost company 🤓✌🏻very insightful thank ,0.292,0.0,0.708,0.765,Positive
3111,simple yet useful example thanks,0.659,0.0,0.341,0.7003,Positive
3112,hi ken thanks video need project dont know topic choose ideas thanks lot,0.345,0.0,0.655,0.7003,Positive
3113,hi keni actually facing problem would love hear solution problem done lot projects till date either dont good impact data working doesnt many columns able show feature engineering feature selection skills suggest source dataset,0.15,0.18,0.67,-0.0788,Negative
3114,also used anaconda graduation final year project used prompt activating conda running project interface good use environments directly  thanks showing command details,0.225,0.0,0.775,0.7003,Positive
3115, ds journey started exploring machine learning later eda data sure right path   “life continuous exercise creative problem solving” right  video made happy actually know something ,0.273,0.083,0.644,0.7351,Positive
3116, involved sports athlete  coach real goalwhat gem video  wasnt aware visualization tools list got mathletics book ordered two videos ago  im happythank ,0.0,0.0,1.0,0.0,Neutral
3117,thanks video finally started   also start project scratch series,0.266,0.0,0.734,0.4404,Positive
3118,thank ken helps lot recent graduate engineer planning change career data science wondering suggest build portfolio,0.267,0.0,0.733,0.6249,Positive
3119,thank ken tina much helpful finally picked parttime online masters degree,0.371,0.0,0.629,0.6486,Positive
3120,spoken turley certified pmp work people day long person asked  problem project replied  independent entity logic reasoning embedded emotions iscan problem project,0.0,0.213,0.787,-0.6597,Negative
3121,anyone finds man incredibly charming,0.506,0.0,0.494,0.624,Positive
3122,mbti type,0.0,0.0,1.0,0.0,Neutral
3123,awesome video goodluck,0.672,0.0,0.328,0.6249,Positive
3124,everybody kept telling gunicorn work windows made work adjustments great video though,0.272,0.0,0.728,0.6249,Positive
3125,great advice thanks,0.875,0.0,0.125,0.7906,Positive
3126,"hello ken student pursuing data science bachelors computer systems tina inspired also college introduce major year ago always interest ml came across videos think theyre awesome actually trying project goal complete understanding lower level junior ill first person ever family graduate college project try run scraper get error nosuchelementexception element unable locate element methodcss selectorselectorselected  session info  think anyone community help problem hope isnt overstepping boundaries really want learn ill say skills tutorial purgatory still confident considered intermediate thank much",0.224,0.128,0.648,0.8748,Positive
3127,checked cool well done,0.688,0.0,0.312,0.5267,Positive
3128,thanks sharing looks good started use wix time saver,0.589,0.0,0.411,0.8225,Positive
3129,simplest tutorial use gitgit clone kenyoutubechannel git add mycommentgit commit commit thank kengit push😁😁,0.385,0.0,0.615,0.7096,Positive
3130,hi ken thanks lot series video followed till request made constantly getting  x  requestjsontypeerror nonetype object subscriptable  error flask output doesnt show trying fix since yesterday avail,0.098,0.091,0.811,0.0516,Positive
3131,hello could put app like swingvision cloud much would cost thanks,0.375,0.0,0.625,0.6597,Positive
3132,hey ken jee answer doubt good software developer going data science,0.201,0.174,0.625,0.1027,Positive
3133,wonder certificate would good already trained administrative capacity interested someone front desk work little bit data analysis work arts arts degree want branch admin bit,0.239,0.0,0.761,0.7096,Positive
3134,hey ken learning data science last year one problem often face cant find answer learning algorithm get logic behind learn intuition behind algorithm project actually applying algorithms see lot parameters literally  parameters personally dont get intuition behind parameters looking parameters makes complex search internet says usually use value parameters  cant find reason also learning deep learning difficult find answer doubt hope got problem let know view also love content,0.116,0.127,0.757,0.0258,Neutral
3135,hey keni learning data science last year one problem often face cant find answer learning algorithm get logic behind learn intuition behind algorithm project actually applying algorithms see lot parameters literally  parameters personally dont get intuition behind parameters looking parameters makes complex search internet says usually use value parameters  cant find reason also learning deep learning difficult find answer doubt hope got problem let know view italso love content,0.116,0.127,0.757,0.0258,Neutral
3136,plans making deep learning playlist,0.0,0.0,1.0,0.0,Neutral
3137,amazing looking forward see  final product,0.432,0.0,0.568,0.5859,Positive
3138,cool ill beta user would love collab data product manager youre open ,0.355,0.153,0.492,0.5719,Positive
3139,far best straightforward nonsense instructions getting pages running hugo thank,0.409,0.165,0.427,0.6124,Positive
3140,topic may ask im planing dataquest bootcamp ok kaggle enough learn data science thank advance reply,0.251,0.0,0.749,0.5719,Positive
3141,excited im looking forward using service,0.324,0.0,0.676,0.34,Positive
3142,love creativity used communicate points kens youtube videos makes everything stick,0.43,0.0,0.57,0.7783,Positive
3143,great news would like watch journey great team peoject,0.641,0.0,0.359,0.8934,Positive
3144,adrien treuille  😔me  thank god im always getting errors streamlit still good framework mentioned  wish good luck cant wait see  yeah z laptop looks elegant win idk ill able use like normal laptop  think ill surround glass admire distance 🤦‍♂️,0.448,0.177,0.376,0.9539,Positive
3145,hard,0.0,1.0,0.0,-0.1027,Negative
3146,im  im tryna transfer sports analyst jobs work,0.0,0.0,1.0,0.0,Neutral
3147,excited going playlist,0.545,0.0,0.455,0.34,Positive
3148,know programming basic facing challenges writing code like intermediate level programmingcan help improve programming much programming necessary data science,0.385,0.0,0.615,0.8126,Positive
3149,sharing knowledge also giving us chance experience whole process teamwork needed project kudos,0.538,0.0,0.462,0.8591,Positive
3150,side project thats turning business great friends found onlinewow❤️,0.507,0.0,0.493,0.802,Positive
3151,woooooo update brings interest anything  really happy leaderboard virtual teacher last  months thanks efforts surely help much others also grow  giving many resources valuable guidance free   also feel free reach help,0.611,0.0,0.389,0.9824,Positive
3152,got channel tech tim glad found looking forward seeing content,0.25,0.0,0.75,0.4588,Positive
3153, youtube buys makes millionaires,0.0,0.0,1.0,0.0,Neutral
3154,man hello thailand looking  im data sci learning path  vid  pure motivation beginner like thanks lot,0.375,0.0,0.625,0.7783,Positive
3155,thx,1.0,0.0,0.0,0.3612,Positive
3156, ok love golfand meant basketball video much better understand idea golf fan factors read book expertise golf average golfer  course conditionsgreat ,0.406,0.0,0.594,0.891,Positive
3157,hello going business,0.0,0.0,1.0,0.0,Neutral
3158,know  love change things  bones sttmp,0.457,0.0,0.543,0.6369,Positive
3159, guys freaking hilarious  want want want take money ken,0.493,0.209,0.299,0.2023,Positive
3160,excited  reminded window’s blue screen that’s good one   looking forward new leaderboard looks awesome,0.461,0.0,0.539,0.8555,Positive
3161,hey ken never comment videos watched also created leaderboard mi favourite game chek  hope finish proyect learn improve mine many succeses,0.302,0.0,0.698,0.7783,Positive
3162, well super exciting looking forward following project,0.697,0.0,0.303,0.8481,Positive
3163,else paused video leaderboard see name also kens dad makes another appearance score one pops,0.0,0.0,1.0,0.0,Neutral
3164,dont even care scores  guys putting much effort followers thats soo sweet,0.192,0.168,0.64,0.0956,Positive
3165,wait forgot aks main question new look releasing,0.0,0.0,1.0,0.0,Neutral
3166,omggg project getting excited mine badge work like fire💯💯 really upnotch dark mode let say happy clip leaderboard name first🤭 mean hoping win annual prize cause want laptop soo let hope best congratulations best ken  tina forest knight 💯🙌🎉,0.556,0.0,0.444,0.9872,Positive
